client_id,subscription_id,cycle_number,tenure_months,contract,monthly_charges,total_charges,payment_method,paperless_billing,nivel_reportes,control_stock,duracion_ciclo_dias,dias_restantes_al_corte,renovacion_automatica,alertas_enviadas,renovaciones_previas,region,client_estado,partner,dependents,target_renovo
CL-03777,635,2,35,anual,174.98,5069.03,transferencia,0,basico,1,365,23,1,0,1,Lima,activo,no,no,1
CL-03778,294,4,4,mensual,49.36,164.46,transferencia,0,premium,1,30,3,0,1,3,Lima,activo,no,si,0
CL-03779,1912,1,1,anual,54.38,47.87,yape,1,avanzado,1,365,31,0,0,0,Chiclayo,suspendido,no,no,0
CL-03780,1258,3,47,enterprise,256.52,12375.22,transferencia,1,avanzado,1,365,38,1,0,2,Arequipa,activo,si,no,1
CL-03781,1051,49,49,mensual,55.24,2357.85,transferencia,0,premium,0,30,38,0,0,48,Cusco,activo,no,no,1
CL-03782,927,1,23,enterprise,272.17,5310.95,yape,0,avanzado,0,365,14,1,1,0,Lima,activo,si,si,1
CL-03783,320,3,39,enterprise,423.68,12744.28,factura,0,basico,0,365,5,0,1,2,Lima,activo,si,no,1
CL-03784,765,36,36,mensual,237.74,7407.39,factura,0,basico,0,30,24,0,0,35,Lima,activo,si,no,1
CL-03785,1975,47,47,mensual,139.18,5008.84,yape,0,avanzado,0,30,34,0,0,46,Cusco,activo,si,no,1
CL-03786,984,3,47,enterprise,449.87,18174.47,tarjeta,1,avanzado,1,365,41,1,0,2,Lima,activo,no,no,1
CL-03787,1670,1,1,enterprise,336.61,350.19,factura,0,premium,0,365,6,0,1,0,Arequipa,activo,si,no,0
CL-03788,300,26,26,mensual,85.27,2032.6,yape,0,basico,0,30,1,0,1,25,Piura,activo,si,no,1
CL-03789,754,45,45,mensual,27.03,988.48,transferencia,1,avanzado,1,30,7,0,1,44,Piura,inactivo,no,no,1
CL-03790,1424,1,22,anual,376.6,6957.63,transferencia,1,basico,1,365,25,1,0,0,Cusco,activo,si,si,0
CL-03791,22,33,33,mensual,66.94,2035.24,transferencia,0,premium,0,30,8,0,1,32,Lima,activo,no,si,1
CL-03792,1108,50,50,mensual,196.7,7433.15,yape,0,basico,0,30,43,0,0,49,Arequipa,activo,si,si,1
CL-03793,897,34,34,mensual,132.93,4609.43,tarjeta,0,basico,1,30,16,0,0,33,Lima,activo,si,no,1
CL-03794,2226,69,69,mensual,69.93,4455.76,transferencia,1,avanzado,0,30,37,0,0,68,Chiclayo,activo,no,no,1
CL-03795,1025,4,60,anual,181.18,9758.56,yape,1,premium,0,365,15,0,0,3,Arequipa,activo,no,no,1
CL-03796,132,2,29,anual,447.73,12528.04,tarjeta,0,basico,1,365,10,1,1,1,Piura,activo,no,si,0
CL-03797,2171,2,27,anual,253.06,5534.96,transferencia,1,basico,0,365,4,1,1,1,Lima,activo,no,no,0
CL-03798,1750,1,1,enterprise,214.79,162.49,transferencia,0,basico,1,365,10,1,1,0,Piura,activo,no,no,0
CL-03799,1247,24,24,mensual,70.5,1581.29,transferencia,1,premium,0,30,34,0,0,23,Lima,activo,no,no,1
CL-03800,95,1,1,mensual,112.71,89.94,tarjeta,1,avanzado,1,30,35,0,0,0,Arequipa,activo,si,no,0
CL-03801,605,37,37,mensual,111.03,3096.17,tarjeta,0,premium,1,30,31,0,0,36,Piura,activo,no,si,1
CL-03802,1165,36,36,mensual,175.33,6492.87,transferencia,0,basico,0,30,4,0,1,35,Lima,activo,no,no,1
CL-03803,214,49,49,mensual,133.0,6429.19,transferencia,1,avanzado,0,30,15,0,0,48,Lima,activo,no,si,1
CL-03804,875,66,66,mensual,34.46,1783.69,factura,0,avanzado,0,30,27,0,0,65,Lima,activo,no,no,1
CL-03805,802,31,31,mensual,153.3,4842.14,tarjeta,1,basico,1,30,43,0,0,30,Arequipa,activo,si,no,1
CL-03806,543,72,72,mensual,83.13,4610.36,tarjeta,0,avanzado,0,30,11,0,1,71,Trujillo,activo,no,si,1
CL-03807,558,3,38,anual,165.71,6239.66,transferencia,1,basico,1,365,9,1,1,2,Chiclayo,activo,si,si,1
CL-03808,2463,1,1,anual,165.77,144.94,tarjeta,0,basico,1,365,38,0,0,0,Cusco,activo,no,si,0
CL-03809,2021,1,18,enterprise,383.9,6256.87,tarjeta,1,basico,0,365,22,0,0,0,Trujillo,activo,si,no,0
CL-03810,1308,1,23,enterprise,337.56,7379.56,yape,1,avanzado,0,365,18,0,0,0,Arequipa,activo,si,si,1
CL-03811,2320,3,46,anual,143.23,5136.64,transferencia,0,avanzado,0,365,18,0,0,2,Arequipa,activo,no,no,1
CL-03812,2285,9,9,mensual,110.64,1017.99,tarjeta,0,avanzado,0,30,19,0,0,8,Lima,activo,no,no,0
CL-03813,337,2,25,anual,161.11,3194.38,yape,0,premium,1,365,22,1,0,1,Cusco,activo,no,no,1
CL-03814,1387,28,28,mensual,32.4,936.66,tarjeta,1,avanzado,0,30,36,0,0,27,Lima,suspendido,no,no,1
CL-03815,1656,21,21,mensual,134.92,2202.75,tarjeta,1,avanzado,1,30,32,0,0,20,Lima,activo,no,si,1
CL-03816,2405,52,52,mensual,204.57,8527.16,tarjeta,1,basico,0,30,4,0,0,51,Piura,activo,si,si,1
CL-03817,2156,48,48,mensual,35.76,1317.0,factura,1,avanzado,0,30,6,0,1,47,Piura,activo,si,no,1
CL-03818,2378,61,61,mensual,117.78,6245.81,tarjeta,1,basico,0,30,28,0,0,60,Cusco,activo,no,no,1
CL-03819,1349,1,24,anual,155.34,3456.97,transferencia,1,basico,1,365,38,1,0,0,Trujillo,activo,no,no,0
CL-03820,171,5,61,enterprise,397.91,22756.02,tarjeta,0,avanzado,1,365,44,1,0,4,Lima,activo,si,no,1
CL-03821,460,1,1,enterprise,146.1,145.89,transferencia,1,premium,0,365,41,0,0,0,Cusco,activo,no,no,0
CL-03822,685,1,1,anual,65.19,59.23,tarjeta,0,basico,1,365,30,0,0,0,Cusco,activo,no,si,0
CL-03823,2412,2,2,mensual,50.15,90.57,tarjeta,0,avanzado,0,30,11,0,0,1,Arequipa,inactivo,no,no,0
CL-03824,2272,32,32,mensual,225.02,6105.02,transferencia,0,basico,0,30,4,0,1,31,Lima,activo,no,no,1
CL-03825,564,5,61,anual,112.28,6474.65,yape,1,basico,0,365,34,0,0,4,Lima,activo,no,no,1
CL-03826,808,17,17,mensual,75.85,1318.54,transferencia,1,avanzado,0,30,41,0,0,16,Arequipa,activo,si,no,1
CL-03827,504,20,20,mensual,179.69,3078.41,transferencia,1,basico,1,30,19,0,0,19,Arequipa,activo,si,no,1
CL-03828,1213,27,27,mensual,74.66,1727.37,factura,0,premium,0,30,6,0,0,26,Trujillo,activo,no,si,1
CL-03829,2339,3,46,enterprise,375.87,14748.34,tarjeta,0,basico,1,365,33,1,0,2,Lima,activo,si,no,1
CL-03830,549,1,20,anual,273.7,4478.96,transferencia,0,avanzado,1,365,17,1,0,0,Trujillo,activo,si,no,1
CL-03831,2361,19,19,mensual,161.95,2830.93,tarjeta,0,basico,0,30,29,0,0,18,Piura,activo,si,no,1
CL-03832,2086,1,1,anual,73.31,57.3,transferencia,1,basico,1,365,9,0,0,0,Arequipa,activo,no,no,0
CL-03833,2291,18,18,mensual,67.98,1224.18,transferencia,0,avanzado,1,30,17,0,0,17,Arequipa,activo,no,no,1
CL-03834,849,61,61,mensual,146.61,7076.99,yape,1,basico,0,30,33,0,0,60,Chiclayo,activo,si,si,1
CL-03835,959,34,34,mensual,194.48,5304.26,transferencia,0,basico,0,30,39,0,0,33,Trujillo,activo,no,no,1
CL-03836,1469,14,14,mensual,86.73,935.64,tarjeta,0,basico,0,30,12,0,0,13,Cusco,activo,si,si,1
CL-03837,1239,5,62,anual,150.57,8069.51,factura,0,basico,1,365,36,1,0,4,Lima,activo,si,si,1
CL-03838,1222,17,17,mensual,145.4,2415.67,tarjeta,0,avanzado,1,30,12,0,0,16,Lima,inactivo,si,no,1
CL-03839,1727,5,67,enterprise,303.53,20804.82,tarjeta,1,premium,0,365,34,1,0,4,Chiclayo,activo,si,no,1
CL-03840,1608,66,66,mensual,139.54,8107.1,factura,1,basico,0,30,19,0,0,65,Chiclayo,activo,si,no,1
CL-03841,1360,2,33,anual,93.75,2538.55,yape,1,basico,1,365,32,1,0,1,Lima,activo,si,no,1
CL-03842,1633,1,1,anual,121.9,117.96,factura,0,basico,0,365,13,1,1,0,Chiclayo,activo,si,si,1
CL-03843,919,5,72,anual,237.88,16381.35,tarjeta,0,avanzado,1,365,4,1,0,4,Cusco,activo,no,no,1
CL-03844,479,3,41,anual,316.99,12405.16,tarjeta,0,basico,1,365,36,0,0,2,Lima,activo,no,si,1
CL-03845,1692,1,24,enterprise,219.24,4646.28,transferencia,0,basico,1,365,1,1,0,0,Lima,activo,si,no,0
CL-03846,602,55,55,mensual,99.08,5011.21,tarjeta,0,avanzado,0,30,24,0,0,54,Trujillo,inactivo,si,si,1
CL-03847,2232,4,49,anual,115.03,4332.13,yape,0,avanzado,1,365,3,0,0,3,Lima,activo,no,no,1
CL-03848,798,5,64,anual,405.42,21406.27,tarjeta,0,avanzado,1,365,26,1,0,4,Trujillo,activo,no,no,1
CL-03849,214,16,16,mensual,124.18,2042.68,tarjeta,1,avanzado,1,30,5,0,1,15,Piura,activo,no,si,1
CL-03850,1985,40,40,mensual,138.48,4223.83,transferencia,1,basico,1,30,8,0,0,39,Arequipa,activo,no,no,1
CL-03851,1851,3,3,mensual,106.23,267.85,tarjeta,1,basico,1,30,45,0,0,2,Piura,activo,si,si,0
CL-03852,1034,48,48,mensual,96.99,3808.18,tarjeta,0,avanzado,1,30,42,0,0,47,Trujillo,activo,si,si,1
CL-03853,2066,31,31,mensual,33.98,831.19,tarjeta,0,avanzado,0,30,21,0,0,30,Arequipa,activo,no,si,1
CL-03854,1566,39,39,mensual,34.62,1387.05,tarjeta,0,basico,0,30,16,0,0,38,Lima,activo,si,no,1
CL-03855,1447,2,28,anual,279.73,6170.15,transferencia,0,basico,1,365,32,1,0,1,Trujillo,activo,si,no,1
CL-03856,920,26,26,mensual,97.42,2271.55,transferencia,1,basico,0,30,17,0,0,25,Chiclayo,activo,no,si,1
CL-03857,2292,1,11,enterprise,350.12,3858.46,transferencia,1,premium,1,365,7,0,1,0,Lima,activo,si,no,0
CL-03858,5,51,51,mensual,52.43,2008.55,transferencia,0,basico,1,30,11,0,1,50,Lima,activo,no,no,1
CL-03859,852,5,68,anual,100.11,5327.25,tarjeta,1,premium,1,365,28,1,0,4,Trujillo,activo,no,si,1
CL-03860,1352,18,18,mensual,199.91,3067.86,tarjeta,1,premium,0,30,44,0,0,17,Chiclayo,activo,si,no,1
CL-03861,1753,45,45,mensual,183.19,6547.48,factura,0,avanzado,1,30,30,0,0,44,Arequipa,activo,no,si,1
CL-03862,900,42,42,mensual,68.93,2329.94,tarjeta,1,premium,0,30,28,0,0,41,Lima,activo,no,no,1
CL-03863,787,2,32,anual,188.7,5599.69,yape,0,basico,1,365,36,1,0,1,Chiclayo,activo,no,no,1
CL-03864,2087,1,1,mensual,134.59,107.83,tarjeta,0,basico,0,30,3,0,1,0,Lima,activo,si,no,0
CL-03865,2190,1,1,enterprise,216.87,204.22,yape,1,avanzado,1,365,29,1,0,0,Lima,activo,si,no,1
CL-03866,2080,13,13,mensual,178.19,2373.58,transferencia,0,avanzado,1,30,9,0,1,12,Lima,activo,no,si,0
CL-03867,1091,1,1,anual,164.75,134.9,transferencia,1,premium,1,365,19,1,0,0,Arequipa,activo,si,no,1
CL-03868,1632,66,66,mensual,198.28,10648.28,transferencia,0,avanzado,0,30,22,0,0,65,Lima,activo,no,no,1
CL-03869,2432,3,41,anual,235.54,7275.86,factura,0,basico,1,365,33,1,0,2,Lima,inactivo,no,no,1
CL-03870,251,31,31,mensual,124.37,2908.57,yape,1,basico,0,30,9,0,1,30,Arequipa,activo,no,no,1
CL-03871,947,1,1,mensual,173.48,150.75,transferencia,0,avanzado,0,30,43,0,0,0,Lima,activo,si,si,0
CL-03872,1625,1,1,mensual,121.4,108.86,factura,0,avanzado,0,30,28,0,0,0,Arequipa,activo,no,no,0
CL-03873,107,32,32,mensual,96.99,2497.98,tarjeta,0,avanzado,1,30,16,0,0,31,Lima,activo,si,no,1
CL-03874,1115,72,72,mensual,232.41,14171.56,yape,1,premium,1,30,14,0,1,71,Lima,activo,si,no,1
CL-03875,2236,1,15,enterprise,400.17,4754.58,factura,1,basico,1,365,5,0,1,0,Piura,activo,si,no,0
CL-03876,2376,53,53,mensual,151.58,7667.19,factura,0,avanzado,0,30,16,0,0,52,Lima,activo,no,no,1
CL-03877,593,20,20,mensual,37.76,655.42,tarjeta,0,basico,0,30,6,0,0,19,Arequipa,inactivo,si,no,1
CL-03878,1291,2,33,enterprise,350.75,11230.98,yape,1,avanzado,0,365,36,1,0,1,Arequipa,activo,si,no,1
CL-03879,1034,62,62,mensual,115.58,6557.53,tarjeta,1,avanzado,0,30,36,0,0,61,Lima,inactivo,si,no,1
CL-03880,659,23,23,mensual,102.59,2036.76,yape,1,avanzado,1,30,24,0,0,22,Arequipa,suspendido,si,si,1
CL-03881,2138,1,15,anual,205.0,2884.07,transferencia,1,avanzado,0,365,44,0,0,0,Lima,activo,si,si,0
CL-03882,1504,5,67,enterprise,334.13,16838.18,transferencia,0,basico,1,365,6,1,1,4,Trujillo,activo,no,si,1
CL-03883,152,2,33,anual,189.56,5987.18,tarjeta,0,premium,0,365,40,0,0,1,Lima,activo,no,no,0
CL-03884,1368,59,59,mensual,113.28,5756.61,tarjeta,1,avanzado,0,30,17,0,0,58,Cusco,activo,no,no,1
CL-03885,1,1,15,enterprise,541.46,7342.79,tarjeta,0,premium,0,365,35,1,0,0,Piura,activo,si,no,0
CL-03886,907,66,66,mensual,141.05,8443.75,tarjeta,0,basico,0,30,41,0,0,65,Chiclayo,activo,si,no,1
CL-03887,142,3,39,enterprise,328.42,11751.99,tarjeta,1,basico,1,365,6,1,1,2,Piura,suspendido,no,si,1
CL-03888,1736,3,43,enterprise,334.1,13801.93,transferencia,1,avanzado,1,365,39,0,0,2,Trujillo,activo,no,si,1
CL-03889,2344,2,35,enterprise,525.48,14404.34,transferencia,0,avanzado,1,365,45,0,0,1,Lima,activo,no,si,0
CL-03890,1250,19,19,mensual,137.66,2345.34,transferencia,0,avanzado,0,30,35,0,0,18,Lima,activo,no,no,1
CL-03891,160,32,32,mensual,120.18,2980.26,yape,0,basico,0,30,7,0,1,31,Lima,activo,no,no,1
CL-03892,1132,1,21,anual,300.51,5176.33,tarjeta,0,avanzado,0,365,38,1,0,0,Piura,activo,si,no,1
CL-03893,1107,55,55,mensual,150.81,6691.87,factura,0,basico,1,30,13,0,1,54,Cusco,activo,no,si,1
CL-03894,2418,27,27,mensual,197.23,4950.38,transferencia,0,basico,1,30,5,0,0,26,Lima,activo,si,si,1
CL-03895,1504,1,1,enterprise,401.74,374.35,tarjeta,1,avanzado,1,365,29,1,0,0,Lima,activo,no,si,0
CL-03896,1333,1,1,anual,125.5,125.41,tarjeta,0,avanzado,0,365,6,1,1,0,Lima,activo,si,no,0
CL-03897,877,1,1,mensual,283.68,257.17,yape,0,basico,1,30,26,0,0,0,Chiclayo,activo,si,si,0
CL-03898,1239,47,47,mensual,35.67,1631.9,transferencia,0,premium,1,30,1,0,1,46,Lima,activo,no,no,1
CL-03899,2198,4,4,mensual,174.76,710.73,tarjeta,0,premium,0,30,34,0,0,3,Piura,inactivo,si,no,0
CL-03900,2032,39,39,mensual,73.94,2278.27,factura,1,avanzado,0,30,6,0,0,38,Cusco,activo,no,no,1
CL-03901,2060,35,35,mensual,185.26,6265.53,transferencia,1,avanzado,0,30,31,0,0,34,Cusco,activo,si,no,1
CL-03902,1863,2,30,enterprise,390.81,9946.67,transferencia,0,avanzado,0,365,38,1,0,1,Trujillo,activo,no,no,1
CL-03903,1599,3,43,anual,92.86,3327.83,tarjeta,1,basico,0,365,5,1,0,2,Lima,activo,no,no,1
CL-03904,341,36,36,mensual,85.42,3194.73,transferencia,0,basico,1,30,2,0,0,35,Lima,activo,no,no,1
CL-03905,2286,1,1,mensual,82.68,67.13,tarjeta,0,basico,0,30,40,0,0,0,Chiclayo,activo,no,si,0
CL-03906,1273,1,24,anual,144.17,3544.39,tarjeta,0,basico,1,365,21,0,0,0,Arequipa,activo,si,si,0
CL-03907,2,3,42,enterprise,241.56,10116.25,factura,0,premium,1,365,23,1,0,2,Trujillo,activo,no,no,1
CL-03908,810,5,72,enterprise,147.99,10800.08,tarjeta,0,premium,0,365,12,1,1,4,Arequipa,activo,no,no,1
CL-03909,2136,72,72,mensual,148.26,9882.6,tarjeta,0,avanzado,1,30,22,0,0,71,Lima,activo,no,no,1
CL-03910,1608,1,1,enterprise,406.25,375.95,transferencia,1,avanzado,0,365,38,1,0,0,Trujillo,suspendido,no,si,0
CL-03911,1452,23,23,mensual,62.58,1253.34,yape,0,premium,0,30,38,0,0,22,Piura,activo,no,si,1
CL-03912,932,1,1,mensual,33.32,29.0,tarjeta,0,avanzado,1,30,37,0,0,0,Lima,activo,si,no,0
CL-03913,2032,5,69,enterprise,382.95,26560.96,tarjeta,0,basico,0,365,14,1,1,4,Lima,activo,si,no,1
CL-03914,1594,57,57,mensual,131.33,6485.16,tarjeta,0,premium,0,30,35,0,0,56,Lima,activo,no,no,1
CL-03915,462,40,40,mensual,128.82,4616.96,yape,0,avanzado,0,30,21,0,0,39,Piura,inactivo,si,si,1
CL-03916,1220,36,36,mensual,159.32,6016.09,yape,0,basico,1,30,18,0,0,35,Trujillo,inactivo,si,no,1
CL-03917,1992,66,66,mensual,201.09,11364.68,transferencia,1,basico,1,30,15,0,0,65,Trujillo,activo,si,no,1
CL-03918,1212,62,62,mensual,196.52,12144.98,yape,0,avanzado,1,30,42,0,0,61,Lima,activo,no,no,1
CL-03919,2162,4,60,anual,447.33,22361.83,yape,1,basico,1,365,8,1,1,3,Lima,activo,no,si,1
CL-03920,2392,43,43,mensual,295.97,9640.76,tarjeta,1,premium,1,30,41,0,0,42,Lima,activo,no,no,1
CL-03921,508,23,23,mensual,32.96,703.52,yape,1,avanzado,1,30,42,0,0,22,Trujillo,activo,si,si,1
CL-03922,2274,4,51,enterprise,84.55,3854.13,tarjeta,0,basico,0,365,30,1,0,3,Lima,activo,si,no,1
CL-03923,2141,52,52,mensual,127.57,6540.78,factura,0,basico,1,30,2,0,1,51,Chiclayo,activo,no,no,1
CL-03924,2461,2,27,enterprise,356.15,7224.02,transferencia,0,avanzado,0,365,28,0,0,1,Cusco,inactivo,no,si,0
CL-03925,1800,23,23,mensual,102.93,1825.66,yape,1,basico,0,30,6,0,1,22,Lima,activo,no,no,1
CL-03926,1617,4,60,anual,213.1,12887.06,transferencia,0,avanzado,1,365,16,1,0,3,Lima,activo,si,no,1
CL-03927,1258,72,72,mensual,89.75,5778.64,transferencia,0,premium,0,30,4,0,1,71,Lima,activo,no,no,1
CL-03928,1781,1,13,enterprise,170.9,2003.78,yape,1,avanzado,0,365,34,0,0,0,Lima,activo,no,si,1
CL-03929,2142,25,25,mensual,73.42,1500.58,tarjeta,0,avanzado,1,30,22,0,0,24,Chiclayo,activo,no,no,1
CL-03930,480,3,40,enterprise,300.4,12349.76,transferencia,0,premium,0,365,43,1,0,2,Chiclayo,activo,si,si,1
CL-03931,945,44,44,mensual,142.3,6413.51,tarjeta,1,premium,1,30,31,0,0,43,Lima,activo,no,si,1
CL-03932,171,1,19,anual,174.41,2999.01,yape,1,premium,1,365,15,0,0,0,Lima,activo,no,si,0
CL-03933,1284,72,72,mensual,103.8,6093.58,tarjeta,1,basico,0,30,35,0,0,71,Lima,activo,no,si,1
CL-03934,598,42,42,mensual,128.02,5617.92,transferencia,0,basico,1,30,13,0,0,41,Arequipa,activo,no,no,1
CL-03935,758,45,45,mensual,105.4,4827.13,factura,0,avanzado,1,30,13,0,0,44,Arequipa,activo,si,si,1
CL-03936,858,72,72,mensual,206.9,13502.81,yape,0,basico,1,30,12,0,0,71,Lima,inactivo,si,no,1
CL-03937,137,21,21,mensual,72.13,1420.69,transferencia,1,avanzado,0,30,32,0,0,20,Lima,inactivo,si,no,1
CL-03938,205,2,30,anual,104.91,2775.6,transferencia,1,premium,1,365,45,1,0,1,Lima,activo,no,no,1
CL-03939,1858,1,1,mensual,149.9,121.69,transferencia,1,premium,1,30,39,0,0,0,Arequipa,activo,no,si,0
CL-03940,1092,28,28,mensual,147.3,3936.47,tarjeta,1,basico,1,30,25,0,0,27,Lima,activo,si,no,1
CL-03941,756,1,1,mensual,71.68,68.15,yape,1,premium,1,30,1,0,1,0,Trujillo,activo,no,si,1
CL-03942,1037,50,50,mensual,226.15,10337.29,factura,0,avanzado,0,30,44,0,0,49,Lima,activo,si,no,1
CL-03943,298,42,42,mensual,223.48,9332.98,yape,0,avanzado,1,30,18,0,0,41,Lima,activo,no,si,1
CL-03944,1525,2,25,anual,121.39,2687.43,factura,0,basico,0,365,28,1,0,1,Cusco,inactivo,si,no,1
CL-03945,2310,29,29,mensual,226.43,6620.81,factura,1,basico,1,30,20,0,0,28,Arequipa,activo,si,no,1
CL-03946,2190,4,51,enterprise,95.37,3964.57,transferencia,1,avanzado,0,365,14,1,1,3,Piura,inactivo,no,no,1
CL-03947,524,4,4,mensual,173.22,719.58,transferencia,1,avanzado,0,30,14,0,0,3,Lima,activo,no,si,0
CL-03948,2251,37,37,mensual,58.81,1765.85,transferencia,0,premium,1,30,27,0,0,36,Lima,activo,si,si,1
CL-03949,592,4,49,enterprise,406.15,15881.99,tarjeta,0,basico,0,365,20,1,0,3,Arequipa,activo,si,no,1
CL-03950,1611,1,1,mensual,71.41,66.48,tarjeta,0,basico,1,30,7,0,0,0,Lima,suspendido,no,no,0
CL-03951,647,49,49,mensual,106.52,4060.36,tarjeta,0,basico,0,30,18,0,0,48,Lima,activo,no,si,1
CL-03952,2267,1,1,enterprise,179.74,143.86,transferencia,1,avanzado,1,365,21,0,0,0,Lima,activo,no,no,0
CL-03953,1638,2,29,enterprise,320.23,8996.09,transferencia,1,avanzado,1,365,29,1,0,1,Arequipa,suspendido,si,si,0
CL-03954,555,1,3,anual,338.41,855.28,tarjeta,0,avanzado,0,365,20,1,0,0,Lima,activo,no,si,1
CL-03955,842,67,67,mensual,117.1,7767.53,tarjeta,0,basico,1,30,9,0,1,66,Lima,activo,no,si,1
CL-03956,1371,1,3,anual,286.35,684.38,yape,0,basico,0,365,26,1,0,0,Lima,activo,si,no,0
CL-03957,27,1,1,enterprise,202.06,174.9,transferencia,0,basico,1,365,38,0,0,0,Cusco,activo,si,no,0
CL-03958,2231,2,35,enterprise,588.99,17849.94,yape,0,basico,1,365,18,0,0,1,Lima,activo,no,no,0
CL-03959,1385,22,22,mensual,37.5,737.65,tarjeta,0,premium,1,30,29,0,0,21,Arequipa,activo,si,no,1
CL-03960,2339,1,1,mensual,92.37,80.65,transferencia,0,basico,1,30,21,0,0,0,Chiclayo,activo,no,si,0
CL-03961,1734,45,45,mensual,105.42,4108.39,tarjeta,0,basico,1,30,14,0,0,44,Lima,activo,si,no,1
CL-03962,2488,1,1,mensual,222.88,189.12,factura,0,avanzado,1,30,40,0,0,0,Trujillo,activo,no,no,0
CL-03963,1307,1,6,anual,234.84,1063.18,factura,0,premium,1,365,44,1,0,0,Trujillo,activo,no,no,1
CL-03964,2024,18,18,mensual,39.84,670.49,tarjeta,0,avanzado,1,30,9,0,0,17,Lima,activo,si,no,1
CL-03965,1688,52,52,mensual,45.6,2115.22,tarjeta,1,basico,1,30,29,0,0,51,Cusco,activo,si,no,1
CL-03966,169,64,64,mensual,62.35,3439.66,tarjeta,1,avanzado,1,30,42,0,0,63,Trujillo,activo,si,si,1
CL-03967,1442,59,59,mensual,197.59,9482.75,tarjeta,0,basico,1,30,25,0,0,58,Trujillo,activo,no,no,1
CL-03968,1970,28,28,mensual,189.96,5411.52,transferencia,1,basico,1,30,25,0,0,27,Lima,activo,si,si,1
CL-03969,2338,1,1,mensual,109.08,89.59,tarjeta,1,avanzado,1,30,44,0,0,0,Arequipa,activo,no,no,0
CL-03970,297,41,41,mensual,105.33,4432.01,tarjeta,1,premium,0,30,29,0,0,40,Lima,activo,no,si,1
CL-03971,1564,5,68,enterprise,457.14,25340.27,transferencia,0,basico,0,365,39,0,0,4,Lima,activo,si,no,1
CL-03972,2027,62,62,mensual,48.8,3150.94,yape,1,avanzado,1,30,5,0,1,61,Lima,activo,no,si,1
CL-03973,946,43,43,mensual,111.78,4210.31,tarjeta,0,avanzado,0,30,27,0,0,42,Lima,activo,si,no,1
CL-03974,409,3,3,mensual,127.41,347.76,tarjeta,1,avanzado,1,30,7,0,0,2,Lima,inactivo,si,si,0
CL-03975,2358,19,19,mensual,106.34,1696.47,tarjeta,0,basico,0,30,10,0,1,18,Chiclayo,activo,si,no,1
CL-03976,1836,72,72,mensual,126.16,9371.96,tarjeta,1,premium,0,30,33,0,0,71,Piura,inactivo,no,no,1
CL-03977,886,1,1,mensual,126.42,105.53,tarjeta,1,basico,1,30,40,0,0,0,Lima,activo,si,si,0
CL-03978,2130,4,4,mensual,114.71,444.65,yape,1,basico,0,30,41,0,0,3,Lima,activo,si,no,0
CL-03979,200,55,55,mensual,41.44,1723.41,factura,0,basico,1,30,35,0,0,54,Lima,activo,no,si,1
CL-03980,344,1,21,anual,192.58,3711.0,tarjeta,1,avanzado,1,365,24,1,0,0,Lima,activo,si,si,1
CL-03981,602,3,3,mensual,141.9,413.98,tarjeta,0,premium,1,30,20,0,0,2,Lima,activo,no,no,0
CL-03982,62,69,69,mensual,146.74,9024.08,tarjeta,0,basico,1,30,8,0,0,68,Trujillo,activo,si,no,1
CL-03983,1834,3,43,anual,226.81,9196.87,tarjeta,0,basico,0,365,36,1,0,2,Lima,activo,si,no,0
CL-03984,1906,22,22,mensual,114.0,2458.89,yape,1,premium,0,30,36,0,0,21,Cusco,activo,no,no,1
CL-03985,1068,4,4,mensual,193.13,695.32,transferencia,0,avanzado,1,30,6,0,1,3,Chiclayo,activo,si,no,0
CL-03986,1428,72,72,mensual,144.37,8476.08,tarjeta,1,premium,1,30,42,0,0,71,Lima,activo,si,no,1
CL-03987,2212,31,31,mensual,43.15,1162.46,tarjeta,0,avanzado,0,30,15,0,0,30,Arequipa,activo,no,si,1
CL-03988,871,66,66,mensual,173.81,11118.53,tarjeta,0,avanzado,1,30,31,0,0,65,Lima,activo,no,si,1
CL-03989,1163,4,54,enterprise,94.64,4248.55,tarjeta,1,avanzado,1,365,6,1,1,3,Arequipa,activo,no,no,1
CL-03990,965,1,19,enterprise,314.26,5610.36,yape,1,basico,0,365,9,0,1,0,Lima,activo,no,no,0
CL-03991,101,1,19,enterprise,238.28,3596.9,yape,1,avanzado,0,365,28,1,0,0,Arequipa,activo,no,si,1
CL-03992,226,67,67,mensual,101.01,6964.53,tarjeta,0,basico,1,30,19,0,0,66,Lima,activo,si,no,1
CL-03993,950,68,68,mensual,144.92,9173.56,tarjeta,0,avanzado,0,30,2,0,1,67,Chiclayo,activo,si,no,1
CL-03994,1891,1,1,mensual,85.29,75.95,yape,0,avanzado,1,30,43,0,0,0,Lima,activo,si,si,0
CL-03995,2113,45,45,mensual,162.11,7247.22,transferencia,0,basico,0,30,40,0,0,44,Lima,activo,no,no,1
CL-03996,2249,29,29,mensual,124.92,3583.38,tarjeta,0,avanzado,0,30,9,0,1,28,Lima,activo,no,no,1
CL-03997,713,6,6,mensual,68.99,322.54,yape,0,basico,0,30,30,0,0,5,Lima,activo,si,si,1
CL-03998,427,38,38,mensual,148.84,4762.96,yape,0,premium,1,30,8,0,0,37,Arequipa,activo,no,si,1
CL-03999,1595,1,1,mensual,129.35,114.81,tarjeta,0,basico,0,30,33,0,0,0,Chiclayo,activo,si,no,0
